ID,name,country,origin,latitude,longitude,status,primaryfuel,secondaryfuel,capacity,lincost,cyclecost,minuptime,mindowntime,minonlinecapacity,rampingup,rampingdown,fixedomcost,varomcost,levcapcost,capacityold,lincostold,age
ArgentatHydroelectricPowerStationFrance,ArgentatHydroelectricPowerStationFrance,FRA,n457,45.104,1.954,Online,Hydro,Unknown,48.0,6.942637684,206.4,0,0,4.8,1.0,1.0,14520,5.8,0.16,48.0,6.942637684,old
ChastangHydroelectricPowerStationFrance,ChastangHydroelectricPowerStationFrance,FRA,n457,45.151,2.01,Online,Hydro,Unknown,300.0,6.791372127000001,1290.0,0,0,30.0,1.0,1.0,14520,5.8,0.16,300.0,6.791372127000001,old
GourNoir(Le)HydroelectricPowerStationFrance,GourNoir(Le)HydroelectricPowerStationFrance,FRA,n457,45.07100000000001,2.0669999999999997,Online,Hydro,Unknown,40.0,6.979451625,172.0,0,0,4.0,1.0,1.0,14520,5.8,0.16,40.0,6.979451625,old
HautefageHydroelectricPowerStationFrance,HautefageHydroelectricPowerStationFrance,FRA,n457,45.06,1.994,Online,Hydro,Unknown,25.0,6.277409865,107.5,0,0,2.5,1.0,1.0,14520,5.8,0.16,25.0,6.277409865,old
BortLesOrguesHydroelectricPowerStationFrance,BortLesOrguesHydroelectricPowerStationFrance,FRA,n438,45.413000000000004,2.499,Online,Hydro,Unknown,240.0,6.304929707,1032.0,0,0,24.0,1.0,1.0,14520,5.8,0.16,240.0,6.304929707,old
ValBeynetteHydroelectricPowerStationFrance,ValBeynetteHydroelectricPowerStationFrance,FRA,n438,45.416000000000004,2.372,Online,Hydro,Unknown,30.0,6.839334967999999,129.0,0,0,3.0,1.0,1.0,14520,5.8,0.16,30.0,6.839334967999999,old
MarcillacHydroelectricPowerStationFrance,MarcillacHydroelectricPowerStationFrance,FRA,n445,45.215,2.0380000000000003,Online,Hydro,Unknown,30.0,6.911750358,129.0,0,0,3.0,1.0,1.0,14520,5.8,0.16,30.0,6.911750358,old
TriouzouneHydroelectricPowerStationFrance,TriouzouneHydroelectricPowerStationFrance,FRA,n445,45.347,2.349,Online,Hydro,Unknown,22.0,6.789278508,94.6,0,0,2.2,1.0,1.0,14520,5.8,0.16,22.0,6.789278508,old
MonceauxLaVirolleHydroelectricPowerStationFrance,MonceauxLaVirolleHydroelectricPowerStationFrance,FRA,n426,45.576,1.84,Online,Hydro,Unknown,19.0,6.220298303,81.7,0,0,1.9,1.0,1.0,14520,5.8,0.16,19.0,6.220298303,old
OcanaHydroelectricPowerStationFrance,OcanaHydroelectricPowerStationFrance,FRA,n1253,41.94600000000001,8.935,Online,Hydro,Unknown,42.5,6.148356262,182.75,0,0,4.25,1.0,1.0,14520,5.8,0.16,42.5,6.148356262,old
TuilieresHydroelectricPowerStationFrance,TuilieresHydroelectricPowerStationFrance,FRA,n464,44.845,0.633,Online,Hydro,Unknown,32.0,6.170919417,137.6,0,0,3.2,1.0,1.0,14520,5.8,0.16,32.0,6.170919417,old
BeauchastelHydroelectricPowerStationFrance,BeauchastelHydroelectricPowerStationFrance,FRA,n460,44.824,4.811,Online,Hydro,Unknown,204.0,6.84049749,877.2,0,0,20.4,1.0,1.0,14520,5.8,0.16,204.0,6.84049749,old
BolleneHydroelectricPowerStationFrance,BolleneHydroelectricPowerStationFrance,FRA,n478,44.303999999999995,4.742,Online,Hydro,Unknown,354.0,6.2914085889999996,1522.2,0,0,35.4,1.0,1.0,14520,5.8,0.16,354.0,6.2914085889999996,old
ChateauneufDuRhoneHydroelectricPowerStationFrance,ChateauneufDuRhoneHydroelectricPowerStationFrance,FRA,n470,44.498999999999995,4.708,Online,Hydro,Unknown,295.0,6.439646207000001,1268.5,0,0,29.5,1.0,1.0,14520,5.8,0.16,295.0,6.439646207000001,old
LogisNeufHydroelectricPowerStationFrance,LogisNeufHydroelectricPowerStationFrance,FRA,n461,44.676,4.787,Online,Hydro,Unknown,215.0,5.827286757,924.5,0,0,21.5,1.0,1.0,14520,5.8,0.16,215.0,5.827286757,old
GervansHydroelectricPowerStationFrance,GervansHydroelectricPowerStationFrance,FRA,n442,45.136,4.806,Online,Hydro,Unknown,120.0,5.899828156,516.0,0,0,12.0,1.0,1.0,14520,5.8,0.16,120.0,5.899828156,old
BourgLesValenceHydroelectricPowerStationFrance,BourgLesValenceHydroelectricPowerStationFrance,FRA,n442,45.011,4.8389999999999995,Online,Hydro,Unknown,180.0,6.8590420089999995,774.0,0,0,18.0,1.0,1.0,14520,5.8,0.16,180.0,6.8590420089999995,old
BeaucaireHydroelectricPowerStationFrance,BeaucaireHydroelectricPowerStationFrance,FRA,n486,43.824,4.644,Online,Hydro,Unknown,210.0,6.686885257999999,903.0,0,0,21.0,1.0,1.0,14520,5.8,0.16,210.0,6.686885257999999,old
CastirlaHydroelectricPowerStationFrance,CastirlaHydroelectricPowerStationFrance,FRA,n1253,42.38,9.134,Online,Hydro,Unknown,54.5,6.00275229,234.35,0,0,5.45,1.0,1.0,14520,5.8,0.16,54.5,6.00275229,old
LugoDiNazzaHydroelectricPowerStationFrance,LugoDiNazzaHydroelectricPowerStationFrance,FRA,n1253,42.091,9.316,Online,Hydro,Unknown,39.0,5.888106809,167.7,0,0,3.9,1.0,1.0,14520,5.8,0.16,39.0,5.888106809,old
OoHydroelectricPowerStationFrance,OoHydroelectricPowerStationFrance,FRA,n66,42.803999999999995,0.56,Online,Hydro,Unknown,30.0,6.833657217000001,129.0,0,0,3.0,1.0,1.0,14520,5.8,0.16,30.0,6.833657217000001,old
Portillon(Le)HydroelectricPowerStationFrance,Portillon(Le)HydroelectricPowerStationFrance,FRA,n66,42.733000000000004,0.5529999999999999,Online,Hydro,Unknown,95.0,6.594351079,408.5,0,0,9.5,1.0,1.0,14520,5.8,0.16,95.0,6.594351079,old
ArgentiereLaBesseeHydroelectricPowerStationFrance,ArgentiereLaBesseeHydroelectricPowerStationFrance,FRA,n452,44.783,6.547999999999999,Online,Hydro,Unknown,38.0,6.897910922,163.4,0,0,3.8,1.0,1.0,14520,5.8,0.16,38.0,6.897910922,old
ChampcellaHydroelectricPowerStationFrance,ChampcellaHydroelectricPowerStationFrance,FRA,n443,44.736999999999995,6.575,Online,Hydro,Unknown,12.0,5.920862504,51.6,0,0,1.2,1.0,1.0,14520,5.8,0.16,12.0,5.920862504,old
ClauxHydroelectricPowerStationFrance,ClauxHydroelectricPowerStationFrance,FRA,n452,44.87600000000001,6.48,Online,Hydro,Unknown,13.5,6.468133645,58.05,0,0,1.35,1.0,1.0,14520,5.8,0.16,13.5,6.468133645,old
SerrePonconHydroelectricPowerStationFrance,SerrePonconHydroelectricPowerStationFrance,FRA,n469,44.47,6.269,Online,Hydro,Unknown,360.0,6.247004726,1548.0,0,0,36.0,1.0,1.0,14520,5.8,0.16,360.0,6.247004726,old
EygliersHydroelectricPowerStationFrance,EygliersHydroelectricPowerStationFrance,FRA,n443,44.672,6.65,Online,Hydro,Unknown,25.0,6.884431243,107.5,0,0,2.5,1.0,1.0,14520,5.8,0.16,25.0,6.884431243,old
Lazer(Le)HydroelectricPowerStationFrance,Lazer(Le)HydroelectricPowerStationFrance,FRA,n469,44.346000000000004,5.867999999999999,Online,Hydro,Unknown,16.5,6.723057431,70.95,0,0,1.65,1.0,1.0,14520,5.8,0.16,16.5,6.723057431,old
SisteronHydroelectricPowerStationFrance,SisteronHydroelectricPowerStationFrance,FRA,n480,44.21,5.921,Online,Hydro,Unknown,256.0,5.872512469,1100.8,0,0,25.6,1.0,1.0,14520,5.8,0.16,256.0,5.872512469,old
EgetsHydroelectricPowerStationFrance,EgetsHydroelectricPowerStationFrance,FRA,n528,42.955,0.565,Online,Hydro,Unknown,37.3,6.892460145,160.39,0,0,3.73,1.0,1.0,14520,5.8,0.16,37.3,6.892460145,old
LouronHydroelectricPowerStationFrance,LouronHydroelectricPowerStationFrance,FRA,n66,42.79,0.41,Online,Hydro,Unknown,49.3,5.961115567999999,211.99,0,0,4.93,1.0,1.0,14520,5.8,0.16,49.3,5.961115567999999,old
PragneresHydroelectricPowerStationFrance,PragneresHydroelectricPowerStationFrance,FRA,n531,42.82100000000001,0.01,Online,Hydro,Unknown,292.0,6.608897972,1255.6,0,0,29.2,1.0,1.0,14520,5.8,0.16,292.0,6.608897972,old
MazetHydroelectricPowerStationFrance,MazetHydroelectricPowerStationFrance,FRA,n426,45.801,1.8030000000000002,Online,Hydro,Unknown,56.0,5.805202424,240.8,0,0,5.6,1.0,1.0,14520,5.8,0.16,56.0,5.805202424,old
FessenheimHydroelectricPowerStationFrance,FessenheimHydroelectricPowerStationFrance,FRA,n327,47.915,7.5710000000000015,Online,Hydro,Unknown,166.0,6.299962399,713.8,0,0,16.6,1.0,1.0,14520,5.8,0.16,166.0,6.299962399,old
OttmarsheimHydroelectricPowerStationFrance,OttmarsheimHydroelectricPowerStationFrance,FRA,n327,47.773999999999994,7.523,Online,Hydro,Unknown,156.0,6.59147897,670.8,0,0,15.6,1.0,1.0,14520,5.8,0.16,156.0,6.59147897,old
KembsHydroelectricPowerStationFrance,KembsHydroelectricPowerStationFrance,FRA,n344,47.655,7.52,Online,Hydro,Unknown,156.0,5.950143614,670.8,0,0,15.6,1.0,1.0,14520,5.8,0.16,156.0,5.950143614,old
EguzonHydroelectricPowerStationFrance,EguzonHydroelectricPowerStationFrance,FRA,n396,46.455,1.6130000000000002,Online,Hydro,Unknown,72.0,5.888080164,309.6,0,0,7.2,1.0,1.0,14520,5.8,0.16,72.0,5.888080164,old
BissorteHydroelectricPowerStationFrance,BissorteHydroelectricPowerStationFrance,FRA,n439,45.202,6.585,Online,Hydro,Unknown,883.0,6.01224981,3796.9,0,0,88.3,1.0,1.0,14520,5.8,0.16,883.0,6.01224981,old
Sautet(Le)HydroelectricPowerStationFrance,Sautet(Le)HydroelectricPowerStationFrance,FRA,n452,44.817,5.9079999999999995,Online,Hydro,Unknown,76.0,6.699744267000001,326.8,0,0,7.6,1.0,1.0,14520,5.8,0.16,76.0,6.699744267000001,old
St.GuillermeHydroelectricPowerStationFrance,St.GuillermeHydroelectricPowerStationFrance,FRA,n444,45.03100000000001,6.079,Online,Hydro,Unknown,116.0,6.748279955,498.8,0,0,11.6,1.0,1.0,14520,5.8,0.16,116.0,6.748279955,old
BregnierCordonHydroelectricPowerStationFrance,BregnierCordonHydroelectricPowerStationFrance,FRA,n422,45.653999999999996,5.605,Online,Hydro,Unknown,70.0,6.727151879,301.0,0,0,7.0,1.0,1.0,14520,5.8,0.16,70.0,6.727151879,old
MonteyardAvigonnetHydroelectricPowerStationFrance,MonteyardAvigonnetHydroelectricPowerStationFrance,FRA,n447,44.96100000000001,5.689,Online,Hydro,Unknown,360.0,5.9771519710000005,1548.0,0,0,36.0,1.0,1.0,14520,5.8,0.16,360.0,5.9771519710000005,old
BeauvoirHydroelectricPowerStationFrance,BeauvoirHydroelectricPowerStationFrance,FRA,n436,45.121,5.319,Online,Hydro,Unknown,39.0,6.7297228160000016,167.7,0,0,3.9,1.0,1.0,14520,5.8,0.16,39.0,6.7297228160000016,old
SablonsHydroelectricPowerStationFrance,SablonsHydroelectricPowerStationFrance,FRA,n437,45.306999999999995,4.797,Online,Hydro,Unknown,160.0,6.447715723,688.0,0,0,16.0,1.0,1.0,14520,5.8,0.16,160.0,6.447715723,old
VaugrisHydroelectricPowerStationFrance,VaugrisHydroelectricPowerStationFrance,FRA,n427,45.495,4.8260000000000005,Online,Hydro,Unknown,72.0,6.803563821,309.6,0,0,7.2,1.0,1.0,14520,5.8,0.16,72.0,6.803563821,old
SaintGeorgesdeCommiersHydroelectricPowerStationFrance,SaintGeorgesdeCommiersHydroelectricPowerStationFrance,FRA,n447,45.006,5.687,Online,Hydro,Unknown,60.0,6.530014254,258.0,0,0,6.0,1.0,1.0,14520,5.8,0.16,60.0,6.530014254,old
SautMortierHydroelectricPowerStationFrance,SautMortierHydroelectricPowerStationFrance,FRA,n394,46.372,5.642,Online,Hydro,Unknown,44.0,6.249188302,189.2,0,0,4.4,1.0,1.0,14520,5.8,0.16,44.0,6.249188302,old
VouglansHydroelectricPowerStationFrance,VouglansHydroelectricPowerStationFrance,FRA,n394,46.397,5.666,Online,Hydro,Unknown,262.0,6.803439748,1126.6,0,0,26.2,1.0,1.0,14520,5.8,0.16,262.0,6.803439748,old
GrangentHydroelectricPowerStationFrance,GrangentHydroelectricPowerStationFrance,FRA,n440,45.467,4.248,Online,Hydro,Unknown,37.0,6.975394852000001,159.1,0,0,3.7,1.0,1.0,14520,5.8,0.16,37.0,6.975394852000001,old
LavaldeCere1,LavaldeCere1,FRA,n457,44.953,1.95,Online,Hydro,Unknown,132.0,6.362933657999999,567.6,0,0,13.2,1.0,1.0,14520,5.8,0.16,132.0,6.362933657999999,old
PieddeBorneHydroelectricPowerStationFrance,PieddeBorneHydroelectricPowerStationFrance,FRA,n468,44.479,3.986,Online,Hydro,Unknown,110.0,6.975808896,473.0,0,0,11.0,1.0,1.0,14520,5.8,0.16,110.0,6.975808896,old
HouratHydroelectricPowerStationFrance,HouratHydroelectricPowerStationFrance,FRA,n529,43.075,-0.42,Online,Hydro,Unknown,139.0,5.892499902000001,597.7,0,0,13.9,1.0,1.0,14520,5.8,0.16,139.0,5.892499902000001,old
ArtousteHydroelectricPowerStationFrance,ArtousteHydroelectricPowerStationFrance,FRA,n529,42.887,-0.41100000000000003,Online,Hydro,Unknown,88.0,6.003179394,378.4,0,0,8.8,1.0,1.0,14520,5.8,0.16,88.0,6.003179394,old
SoulomHydroelectricPowerStationFrance,SoulomHydroelectricPowerStationFrance,FRA,n526,42.953,-0.069,Online,Hydro,Unknown,57.0,5.9914473489999995,245.1,0,0,5.7,1.0,1.0,14520,5.8,0.16,57.0,5.9914473489999995,old
LicqAthereyHydroelectricPowerStationFrance,LicqAthereyHydroelectricPowerStationFrance,FRA,n529,43.048,-0.8859999999999999,Online,Hydro,Unknown,27.4,6.738616986,117.82,0,0,2.74,1.0,1.0,14520,5.8,0.16,27.4,6.738616986,old
Tet(La)HydroelectricPowerStationFrance,Tet(La)HydroelectricPowerStationFrance,FRA,n532,42.553000000000004,2.267,Online,Hydro,Unknown,41.1,6.835625933999999,176.73,0,0,4.11,1.0,1.0,14520,5.8,0.16,41.1,6.835625933999999,old
Hospitalet(L')HydroelectricPowerStationFrance,Hospitalet(L')HydroelectricPowerStationFrance,FRA,n533,42.588,1.797,Online,Hydro,Unknown,93.3,5.844158065,401.19,0,0,9.33,1.0,1.0,14520,5.8,0.16,93.3,5.844158065,old
GerstheimHydroelectricPowerStationFrance,GerstheimHydroelectricPowerStationFrance,FRA,n975,48.403999999999996,7.728,Online,Hydro,Unknown,141.0,6.062295132000001,606.3,0,0,14.1,1.0,1.0,14520,5.8,0.16,141.0,6.062295132000001,old
MarckolsheimHydroelectricPowerStationFrance,MarckolsheimHydroelectricPowerStationFrance,FRA,n315,48.153999999999996,7.588999999999999,Online,Hydro,Unknown,156.0,5.820271796,670.8,0,0,15.6,1.0,1.0,14520,5.8,0.16,156.0,5.820271796,old
RhinauHydroelectricPowerStationFrance,RhinauHydroelectricPowerStationFrance,FRA,n315,48.284,7.678,Online,Hydro,Unknown,152.0,6.281781869,653.6,0,0,15.2,1.0,1.0,14520,5.8,0.16,152.0,6.281781869,old
GambsheimHydroelectricPowerStationFrance,GambsheimHydroelectricPowerStationFrance,FRA,n963,48.681999999999995,7.919,Online,Hydro,Unknown,108.0,6.56307283,464.4,0,0,10.8,1.0,1.0,14520,5.8,0.16,108.0,6.56307283,old
StrasbourgHydroelectricPowerStationFrance,StrasbourgHydroelectricPowerStationFrance,FRA,n975,48.526,7.7970000000000015,Online,Hydro,Unknown,141.0,6.421921169,606.3,0,0,14.1,1.0,1.0,14520,5.8,0.16,141.0,6.421921169,old
CussetJonageHydroelectricPowerStationFrance,CussetJonageHydroelectricPowerStationFrance,FRA,n416,45.79,5.025,Online,Hydro,Unknown,85.0,6.6087658860000005,365.5,0,0,8.5,1.0,1.0,14520,5.8,0.16,85.0,6.6087658860000005,old
PierreBeniteHydroelectricPowerStationFrance,PierreBeniteHydroelectricPowerStationFrance,FRA,n427,45.702,4.842,Online,Hydro,Unknown,84.0,6.449546947999999,361.2,0,0,8.4,1.0,1.0,14520,5.8,0.16,84.0,6.449546947999999,old
Brevieres/MalgovertHydroelectricPowerStationFrance,Brevieres/MalgovertHydroelectricPowerStationFrance,FRA,n424,45.618,6.79,Online,Hydro,Unknown,396.0,6.780721811,1702.8,0,0,39.6,1.0,1.0,14520,5.8,0.16,396.0,6.780721811,old
BrensViriginHydroelectricPowerStationFrance,BrensViriginHydroelectricPowerStationFrance,FRA,n422,45.725,5.6979999999999995,Online,Hydro,Unknown,90.0,6.764875387999999,387.0,0,0,9.0,1.0,1.0,14520,5.8,0.16,90.0,6.764875387999999,old
VillarodinHydroelectricPowerStationFrance,VillarodinHydroelectricPowerStationFrance,FRA,n430,45.213,6.721,Online,Hydro,Unknown,360.0,6.70205316,1548.0,0,0,36.0,1.0,1.0,14520,5.8,0.16,360.0,6.70205316,old
Aussois+Combed'AvrieuxHydroelectricPowerStationFrance,Aussois+Combed'AvrieuxHydroelectricPowerStationFrance,FRA,n430,45.215,6.7120000000000015,Online,Hydro,Unknown,198.0,6.431367692999999,851.4,0,0,19.8,1.0,1.0,14520,5.8,0.16,198.0,6.431367692999999,old
Coche(La)HydroelectricPowerStationFrance,Coche(La)HydroelectricPowerStationFrance,FRA,n423,45.482,6.535,Online,Hydro,Unknown,300.0,5.915578479,1290.0,0,0,30.0,1.0,1.0,14520,5.8,0.16,300.0,5.915578479,old
MontahutHydroelectricPowerStationFrance,MontahutHydroelectricPowerStationFrance,FRA,n507,43.57100000000001,2.94,Online,Hydro,Unknown,99.0,6.548288021,425.7,0,0,9.9,1.0,1.0,14520,5.8,0.16,99.0,6.548288021,old
SaintCassienHydroelectricPowerStationFrance,SaintCassienHydroelectricPowerStationFrance,FRA,n491,43.602,6.841,Online,Hydro,Unknown,21.7,5.843194117,93.31,0,0,2.17,1.0,1.0,14520,5.8,0.16,21.7,5.843194117,old
VinonHydroelectricPowerStationFrance,VinonHydroelectricPowerStationFrance,FRA,n493,43.725,5.827000000000001,Online,Hydro,Unknown,32.5,5.864723801,139.75,0,0,3.25,1.0,1.0,14520,5.8,0.16,32.5,5.864723801,old
AvignonHydroelectricPowerStationFrance,AvignonHydroelectricPowerStationFrance,FRA,n486,43.976000000000006,4.817,Online,Hydro,Unknown,176.0,6.242992815,756.8,0,0,17.6,1.0,1.0,14520,5.8,0.16,176.0,6.242992815,old
BeaumontHydroelectricPowerStationFrance,BeaumontHydroelectricPowerStationFrance,FRA,n493,43.735,5.752999999999999,Online,Hydro,Unknown,44.0,7.018357259,189.2,0,0,4.4,1.0,1.0,14520,5.8,0.16,44.0,7.018357259,old
CaderousseHydroelectricPowerStationFrance,CaderousseHydroelectricPowerStationFrance,FRA,n478,44.096000000000004,4.724,Online,Hydro,Unknown,156.0,7.008558159,670.8,0,0,15.6,1.0,1.0,14520,5.8,0.16,156.0,7.008558159,old
LarderelloGeothermalPowerStationItaly,LarderelloGeothermalPowerStationItaly,ITA,n717,43.25,10.87,Online,Geothermal,Unknown,562.5,0.0,2418.75,0,0,112.5,1.0,1.0,0,0.0,0.0,562.5,0.0,old
LeibstadtNuclearPowerPlantSwitzerland,LeibstadtNuclearPowerPlantSwitzerland,CHE,n990,47.60118607,8.18447113,Online,Nuclear,Unknown,1220.0,12.53169367,366000.0,24,24,244.0,0.33,0.33,122936,0.0,0.3,1220.0,12.53169367,old
ZeranCHPCoalPowerPlantPoland,ZeranCHPCoalPowerPlantPoland,POL,n1098,52.295,20.993000000000002,Online,Coal,Unknown,350.0,34.98506247,22750.0,8,8,70.0,0.4,0.4,61301,2.1,0.12,350.0,34.98506247,old
TurowCHPCoalPowerPlantPoland,TurowCHPCoalPowerPlantPoland,POL,n1141,50.948,14.911,Online,Coal,Unknown,0.0,26.04946491,136890.0,8,8,421.2,0.4,0.4,61301,2.1,0.12,2106.0,26.04946491,old
LagiszaCHPCoalPowerPlantPoland,LagiszaCHPCoalPowerPlantPoland,POL,n1150,50.349,19.142,Online,Coal,Unknown,840.0,34.86082054,54600.0,8,8,168.0,0.4,0.4,61301,2.1,0.12,840.0,34.86082054,old
LagiszaIISupercriticalCoalPowerPlantPoland,LagiszaIISupercriticalCoalPowerPlantPoland,POL,n1150,50.3477,19.141,Online,Coal,Unknown,460.0,37.30182648,29900.0,8,8,92.0,0.4,0.4,61301,2.1,0.12,460.0,37.30182648,old
LaziskaCHPCoalPowerPlantPolan,LaziskaCHPCoalPowerPlantPolan,POL,n1169,50.133,18.846,Online,Coal,Unknown,1155.0,41.40213335,75075.0,8,8,231.0,0.4,0.4,61301,2.1,0.12,1155.0,41.40213335,old
JaworznoIIICHPCoalPowerPlantPoland,JaworznoIIICHPCoalPowerPlantPoland,POL,n1160,50.207,19.203,Online,Coal,Unknown,1345.0,35.76027604,87425.0,8,8,269.0,0.4,0.4,61301,2.1,0.12,1345.0,35.76027604,old
JaworznoIICHPCoalPowerPlantPoland,JaworznoIICHPCoalPowerPlantPoland,POL,n1160,50.213,19.227,Online,Coal,Unknown,190.0,40.68589586,12350.0,8,8,38.0,0.4,0.4,61301,2.1,0.12,190.0,40.68589586,old
HalembaCoalCHPPowerPlantPoland,HalembaCoalCHPPowerPlantPoland,POL,n1162,50.232,18.852,Online,Coal,Unknown,200.0,37.37216982,13000.0,8,8,40.0,0.4,0.4,61301,2.1,0.12,200.0,37.37216982,old
BlachowniaCHPCoalPowerPlantPoland,BlachowniaCHPCoalPowerPlantPoland,POL,n1159,50.356,18.29,Online,Coal,Unknown,165.0,35.37980250000001,10725.0,8,8,33.0,0.4,0.4,61301,2.1,0.12,165.0,35.37980250000001,old
BielskoPolnoc(EC1)CHPCoalPowerPlantPoland,BielskoPolnoc(EC1)CHPCoalPowerPlantPoland,POL,n1166,49.87300000000001,19.029,Online,Coal,Unknown,55.0,37.01012877,3575.0,8,8,11.0,0.4,0.4,61301,2.1,0.12,55.0,37.01012877,old
BielskoBiala(EC1)CHPCoalPowerPlantPoland,BielskoBiala(EC1)CHPCoalPowerPlantPoland,POL,n1167,49.812,19.052,Online,Coal,Unknown,77.0,37.47173314,5005.0,8,8,15.4,0.4,0.4,61301,2.1,0.12,77.0,37.47173314,old
RybnikCoalPowerPlantPoland,RybnikCoalPowerPlantPoland,POL,n1162,50.135,18.5223,Online,Coal,Unknown,1775.0,37.15606194,115375.0,8,8,355.0,0.4,0.4,61301,2.1,0.12,1775.0,37.15606194,old
ElchoChorzowCHPCoalPowerPlantPoland,ElchoChorzowCHPCoalPowerPlantPoland,POL,n1150,50.308,18.969,Online,Coal,Unknown,226.0,40.321188799999995,14690.0,8,8,45.2,0.4,0.4,61301,2.1,0.12,226.0,40.321188799999995,old
MiechowiceCHPCoalPowerPlantPoland,MiechowiceCHPCoalPowerPlantPoland,POL,n1146,50.349,18.843,Online,Coal,Unknown,125.0,42.31170241,8125.0,8,8,25.0,0.4,0.4,61301,2.1,0.12,125.0,42.31170241,old
BedzinCHPCoalPowerPlantPoland,BedzinCHPCoalPowerPlantPoland,POL,n1150,50.3025,19.1385,Online,Coal,Unknown,81.5,39.66026609,5297.5,8,8,16.3,0.4,0.4,61301,2.1,0.12,81.5,39.66026609,old
AdamowCHPCoalPowerPlantPoland,AdamowCHPCoalPowerPlantPoland,POL,n1110,52.012,18.546,Online,Coal,Unknown,600.0,24.69237599,39000.0,8,8,120.0,0.4,0.4,61301,2.1,0.12,600.0,24.69237599,old
PatnowCoalPowerPlantPoland,PatnowCoalPowerPlantPoland,POL,n1102,52.302,18.237000000000002,Online,Coal,Unknown,800.0,23.68292916,52000.0,8,8,160.0,0.4,0.4,61301,2.1,0.12,800.0,23.68292916,old
PatnowIICoalPowerPlantPoland,PatnowIICoalPowerPlantPoland,POL,n1102,52.302,18.237000000000002,Online,Coal,Unknown,464.0,22.67980688,30160.0,8,8,92.8,0.4,0.4,61301,2.1,0.12,464.0,22.67980688,old
KoninCHPCoalPowerPlantPoland,KoninCHPCoalPowerPlantPoland,POL,n1102,52.283,18.27,Online,Coal,Unknown,488.0,24.89463926,31720.0,8,8,97.6,0.4,0.4,61301,2.1,0.12,488.0,24.89463926,old
SkawinaCHPCoalPowerPlantPoland,SkawinaCHPCoalPowerPlantPoland,POL,n1164,49.976000000000006,19.804000000000002,Online,Coal,Unknown,590.0,42.17104904,38350.0,8,8,118.0,0.4,0.4,61301,2.1,0.12,590.0,42.17104904,old
KrakowCHPCoalPowerPlantPoland,KrakowCHPCoalPowerPlantPoland,POL,n1155,50.053999999999995,20.006,Online,Coal,Unknown,460.0,40.35089904,29900.0,8,8,92.0,0.4,0.4,61301,2.1,0.12,460.0,40.35089904,old
DolnaOdraCHPCoalPowerPlantPoland,DolnaOdraCHPCoalPowerPlantPoland,POL,n1097,53.207,14.465,Online,Coal,Unknown,1832.0,38.01759571,119080.0,8,8,366.4,0.4,0.4,61301,2.1,0.12,1832.0,38.01759571,old
BelchatowCoalPowerPlantPoland,BelchatowCoalPowerPlantPoland,POL,n1119,51.268,19.325,Online,Coal,Unknown,4440.0,22.60954232,288600.0,8,8,888.0,0.4,0.4,61301,2.1,0.12,4440.0,22.60954232,old
BelchatowIICoalPowerPlantPoland,BelchatowIICoalPowerPlantPoland,POL,n1119,51.268,19.325,Online,Coal,Unknown,858.0,23.00622325,55770.0,8,8,171.6,0.4,0.4,61301,2.1,0.12,858.0,23.00622325,old
KozieniceCoalPowerPlantPoland,KozieniceCoalPowerPlantPoland,POL,n1107,51.666000000000004,21.464000000000002,Online,Coal,Unknown,2880.0,40.54247215,187200.0,8,8,576.0,0.4,0.4,61301,2.1,0.12,2880.0,40.54247215,old
OstrolekaBCoalPowerPlantPoland,OstrolekaBCoalPowerPlantPoland,POL,n1085,53.099,21.599,Online,Coal,Unknown,647.0,41.56192869,42055.0,8,8,129.4,0.4,0.4,61301,2.1,0.12,647.0,41.56192869,old
SiekierkiCHPCoalPowerPlantPoland,SiekierkiCHPCoalPowerPlantPoland,POL,n1098,52.1872,21.0889,Online,Coal,Unknown,622.0,39.31489566,40430.0,8,8,124.4,0.4,0.4,61301,2.1,0.12,622.0,39.31489566,old
PolaniecCoalPowerPlantPoland,PolaniecCoalPowerPlantPoland,POL,n1134,50.437,21.337,Online,Coal,Unknown,0.0,36.75185032,117000.0,8,8,360.0,0.4,0.4,61301,2.1,0.12,1800.0,36.75185032,old
Scholven(Gelsenkirchen)CoalPowerPlantGermany,Scholven(Gelsenkirchen)CoalPowerPlantGermany,DEU,n872,51.60239919,7.0063591,Online,Coal,Unknown,2216.0,37.17884419,144040.0,8,8,443.2,0.4,0.4,61301,2.1,0.12,2216.0,37.17884419,old
